url,type,code,message,context,selector,error
https://allabout.network/Plusplus/creating-a-client-website-quickly-with-helix-plusplus,error,WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.A.NoContent,"Anchor element found with a valid href attribute, but no link content has been supplied.","<a href=""https://nodejs.org/en"" target=""_blank"" title=""""></a>",html > body > main > div > div > p:nth-child(14) > a:nth-child(1),
https://allabout.network/Plusplus/creating-a-client-website-quickly-with-helix-plusplus,error,WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.A.NoContent,"Anchor element found with a valid href attribute, but no link content has been supplied.","<a href=""http://ddtom.com"" target=""_blank"" title=""""></a>",html > body > main > div > div > p:nth-child(19) > a:nth-child(1),
https://allabout.network/Plusplus/creating-a-client-website-quickly-with-helix-plusplus,error,WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.A.NoContent,"Anchor element found with a valid href attribute, but no link content has been supplied.","<a href=""https://json-ld.org/"" target=""_blank"" title=""""></a>",html > body > main > div > div > p:nth-child(74) > a:nth-child(1),
https://allabout.network/Plusplus/creating-a-client-website-quickly-with-helix-plusplus,error,WCAG2AA.Principle4.Guideline4_1.4_1_2.H91.A.NoContent,"Anchor element found with a valid href attribute, but no link content has been supplied.","<a href=""https://www.searchenginejournal.com/rich-snippets-how-to/410090/"" target=""_blank"" title=""""></a>",html > body > main > div > div > p:nth-child(74) > a:nth-child(3),
