url,score,error
https://allabout.network/blogs/ddt/a-managers-guide-to-document-authoring-with-edge-delivery-services,1,
https://allabout.network/Plusplus/creating-a-client-website-quickly-with-helix-plusplus,1,
https://allabout.network/blogs/ddt/content-creator-guide-to-document-authoring-with-edge-delivery-services,1,
https://allabout.network/slides/york-minster,1,
https://allabout.network/slides/the-shambles,1,
